OID,PID
1959,207
1959,421
1959,421
1959,421
1959,923
1959,516
1960,749
1960,749
1960,182
1960,182
1960,182
1960,796
1960,796
1960,528
1960,528
1961,642
1961,642
1961,759
1961,759
1961,759
1961,206
1961,863
1961,863
1961,863
1962,754
1963,509
1963,509
1963,142
1963,163
1963,725
1963,725
1963,393
1963,393
1963,393
1964,643
1964,643
1964,643
1964,707
1964,707
1964,880
1964,415
1965,489
1965,489
1965,849
1965,849
1965,849
1965,490
1965,490
1966,203
1966,203
1966,203
1967,47
1967,47
1967,47
1968,351
1968,351
1968,291
1968,291
1968,714
1968,714
1969,796
1969,796
1969,796
1969,290
1969,290
1969,290
1970,819
1970,819
1970,697
1970,697
1970,339
1970,339
1970,170
1971,628
1971,628
1971,632
1971,632
1971,632
1971,42
1971,42
1971,917
1972,71
1972,71
1972,71
1972,721
1972,864
1972,864
1972,864
1973,150
1973,150
1973,446
1973,446
1974,479
1974,479
1974,479
1975,77
1975,260
1975,643
1975,643
1975,643
1975,792
1976,591
1976,567
1976,447
1976,447
1976,447
1976,514
1976,514
1976,514
1976,669
1976,669
1976,669
1977,365
1977,365
1977,365
1977,308
1977,836
1977,351
1977,351
1977,896
1977,896
1978,931
1978,931
1978,931
1978,357
1978,357
1978,357
1979,174
1979,174
1979,747
1979,747
1980,358
1980,871
1980,871
1980,863
1980,863
1980,863
1981,706
1981,706
1981,706
1981,115
1981,115
1981,115
1981,846
1981,846
1981,720
1981,720
1981,720
1981,757
1981,757
1982,139
1982,139
1983,910
1983,910
1983,910
1983,688
1983,688
1984,756
1984,756
1984,139
1984,139
1984,139
1985,482
1985,482
1985,221
1985,221
1985,36
1985,36
1985,601
1985,601
1985,601
1985,879
1985,879
1985,879
1986,719
1986,719
1986,719
1986,162
1986,162
1987,327
1987,327
1987,327
1987,493
1987,68
1988,247
1988,247
1988,247
1988,863
1988,863
1988,554
1988,554
1988,554
1988,675
1988,675
1989,2
1989,2
1989,605
1989,516
1989,516
1990,851
1990,851
1990,308
1990,493
1990,588
1990,588
1990,588
1991,185
1991,688
1991,170
1991,170
1991,739
1991,739
1992,529
1992,529
1992,529
1992,59
1992,59
1992,59
1992,781
1992,781
1992,781
1992,113
1992,113
1992,113
1992,781
1993,435
1993,435
1994,385
1994,385
1994,8
1994,516
1995,369
1995,369
1995,369
1996,288
1996,252
1996,252
1996,354
1996,354
1996,354
1996,2
1996,2
1996,2
1997,412
1997,798
1998,287
1998,334
1998,334
1998,334
1998,841
1998,841
1998,338
1999,379
1999,51
1999,51
1999,751
1999,751
1999,914
1999,678
2000,191
2000,406
2000,406
2000,406
2000,28
2000,28
2001,253
2001,253
2002,815
2002,815
2002,786
2003,701
2003,701
2003,701
2003,291
2003,291
2003,206
2003,206
2003,792
2003,792
2003,792
2003,543
2003,543
2003,543
2004,671
2004,671
2004,671
2004,917
2004,917
2004,808
2004,83
2005,48
2005,48
2005,854
2005,197
2005,197
2005,197
2005,903
2005,513
2005,513
2005,513
2006,394
2006,951
2006,951
2007,665
2007,42
2007,42
2007,310
2007,503
2007,503
2007,503
2008,567
2008,567
2008,567
2008,674
2008,674
2008,833
2009,341
2009,640
2009,640
2009,640
2009,18
2009,577
2009,577
2009,577
2009,264
2010,755
2010,755
2010,298
2010,298
2010,298
2010,562
2010,562
2010,562
2011,720
2011,720
2011,681
2011,681
2011,187
2011,187
2012,276
2013,124
2013,124
2013,124
2013,669
2014,537
2015,970
2016,12
2016,33
2016,33
2016,330
2016,330
2016,199
2016,199
2016,365
2016,365
2017,531
2017,531
2017,379
2017,379
2017,324
2017,324
2017,500
2017,500
2017,500
2018,763
2018,763
2018,763
2018,520
2019,78
2019,78
2019,78
2020,349
2020,349
2020,349
2020,940
2020,365
2020,365
2020,326
2020,326
2020,310
2020,310
2021,666
2021,701
2021,848
2021,848
2021,848
2022,507
2022,713
2022,713
2022,713
2022,726
2022,677
2022,677
2022,677
2023,261
2023,261
2023,261
2024,152
2024,152
2025,196
2025,196
2025,196
2025,264
2025,264
2025,658
2025,290
2025,290
2025,679
2025,679
2025,679
2026,251
2026,251
2027,588
2027,588
2027,588
2027,317
2027,317
2027,317
2027,788
2027,788
2027,788
2027,471
2027,471
2027,362
2028,326
2028,326
2028,492
2028,158
2028,158
2028,158
2029,720
2029,720
2029,720
2030,319
2030,319
2030,881
2030,32
2030,388
2030,388
2030,388
2030,351
2030,351
2030,351
2031,941
2031,941
2031,99
2031,99
2031,99
2031,805
2031,805
2031,805
2032,518
2032,518
2032,820
2032,228
2032,228
2032,228
2033,117
2033,236
2033,892
2033,892
2033,892
2033,211
2033,211
2033,618
2033,618
2034,808
2034,879
2034,879
2034,222
2034,222
2034,400
2034,400
2034,400
2034,134
2035,601
2035,297
2035,297
2035,714
2036,21
2036,21
2036,21
2036,755
2036,755
2036,859
2036,787
2036,787
2036,787
2037,866
2037,866
2037,249
2037,290
2037,420
2037,420
2038,352
2038,352
2038,724
2039,108
2040,223
2040,223
2040,402
2040,734
2040,734
2040,734
2040,19
2040,19
2041,475
2042,58
2042,58
2042,58
2042,660
2042,537
2042,537
2042,374
2042,374
2042,398
2043,817
2043,817
2043,617
2043,617
2043,617
2043,291
2043,291
2043,291
2044,936
2044,936
2044,595
2044,595
2044,204
2044,204
2044,214
2044,214
2044,214
2045,609
2045,609
2046,898
2047,437
2047,437
2047,437
2047,410
2047,410
2047,410
2048,397
2048,686
2048,114
2048,575
2049,422
2049,422
2049,400
2049,514
2049,514
2050,419
2050,498
2050,498
2050,642
2050,642
2050,922
2050,922
2050,922
2050,907
2050,907
2050,907
2051,594
2051,87
2051,90
2051,119
2051,959
2051,959
2051,959
2052,680
2052,680
2052,680
2052,844
2052,844
2052,844
2053,114
2053,283
2054,798
2054,798
2054,798
2054,120
2054,127
2054,769
2055,152
2055,152
2055,152
2055,744
2055,787
2055,787
2055,327
2055,327
2055,327
2055,297
2055,297
2055,297
2056,616
2056,616
2056,616
2056,483
2056,841
2057,277
2057,277
2057,421
2057,421
2058,756
2058,756
2058,187
2058,187
2059,52
2059,375
2059,899
2059,899
2059,899
2060,920
2060,389
2060,389
2060,655
2060,655
2060,313
2060,174
2060,174
2061,716
2061,716
2061,273
2061,273
2061,273
2061,444
2061,444
2061,444
2061,622
2061,622
2061,882
2061,882
2061,882
2062,383
2062,383
2062,143
2062,625
2062,625
2062,625
2062,922
2062,341
2063,588
2063,588
2063,588
2063,132
2063,132
2063,610
2063,587
2063,587
2063,313
2064,471
2064,471
2064,679
2064,586
2064,586
2064,586
2064,710
2064,710
2064,753
2064,753
2064,753
2065,251
2065,251
2065,415
2065,876
2065,374
2065,374
2065,374
2066,433
2066,433
2067,162
2067,162
2067,162
2067,871
2067,871
2067,871
2067,418
2067,418
2067,418
2068,123
2068,123
2068,123
2068,116
2069,762
2069,762
2069,511
2069,511
2069,503
2069,503
2069,702
2070,192
2070,192
2070,192
2070,545
2070,545
2070,545
2071,795
2071,795
2072,714
2072,714
2072,923
2072,923
2072,923
2072,52
2072,326
2072,326
2072,947
2073,705
2073,705
2073,806
2073,806
2073,806
2074,660
2074,660
2074,31
2074,31
2074,186
2075,304
2075,304
2075,304
2075,616
2075,909
2075,909
2075,64
2075,796
2076,81
2076,81
2076,535
2077,945
2077,945
2077,945
2077,502
2077,502
2077,840
2077,840
2077,840
2077,205
2078,818
2078,818
2078,481
2078,809
2078,809
2078,809
2078,431
2079,10
2079,10
2079,458
2080,685
2080,685
2080,685
2080,352
2080,352
2080,91
2081,690
2081,690
2081,690
2082,58
2083,126
2083,177
2083,177
2084,498
2084,365
2084,365
2084,177
2084,538
2085,849
2085,861
2085,861
2086,571
2086,571
2086,680
2087,662
2087,662
2087,48
2087,48
2087,216
2087,216
2087,828
2087,128
2088,311
2088,941
2088,941
2089,99
2089,310
2089,648
2090,213
2090,213
2090,284
2090,284
2090,284
2090,77
2090,77
2090,577
2090,577
2090,577
2091,740
2091,740
2091,740
2091,288
2091,480
2091,480
2092,959
2092,959
2092,959
2092,61
2092,332
2092,332
2092,332
2093,36
2093,36
2093,36
2094,210
2094,210
2094,22
2094,805
2095,844
2095,207
2095,207
2095,207
2096,578
2096,578
2096,431
2096,431
2096,431
2096,26
2096,485
2096,485
2096,485
2096,427
2097,964
2097,865
2097,865
2097,110
2097,110
2097,214
2097,214
2097,214
2098,376
2099,123
2099,123
2099,389
2099,389
2099,389
2100,719
2100,719
2100,719
2101,568
2101,568
2101,247
2102,558
2102,537
2103,284
2103,284
2103,489
2103,489
2103,291
2103,291
2103,291
2104,682
2104,337
2104,606
2104,606
2104,499
2104,124
2104,124
2105,14
2105,14
2105,14
2106,45
2106,420
2106,420
2106,420
2107,539
2107,539
2107,539
2107,495
2107,144
2107,144
2107,144
2107,129
2107,129
2107,129
2107,446
2107,446
2107,446
2108,474
2108,474
2108,925
2108,925
2109,893
2109,893
2109,940
2109,940
2109,940
2109,736
2109,736
2109,216
2110,17
2110,747
2110,747
2110,747
2110,852
2110,473
2110,473
2110,473
2110,246
2111,711
2111,711
2112,464
2112,452
2112,452
2112,452
2112,716
2112,716
2112,780
2112,780
2112,780
2112,916
2112,916
2113,52
2113,52
2113,5
2113,5
2113,804
2113,804
2113,804
2114,676
2114,335
2114,335
2114,335
2114,504
2114,504
2114,504
2115,593
2115,593
2115,593
2115,253
2115,114
2115,173
2116,248
2116,248
2116,252
2116,252
2116,896
2116,896
2117,448
2117,448
2117,448
2118,591
2118,591
2118,591
2118,290
2118,290
2118,290
2118,776
2118,447
2118,447
2118,425
2118,425
2118,425
2119,324
2119,324
2120,805
2121,758
2121,758
2121,758
2121,4
2121,959
2121,871
2121,871
2122,342
2123,683
2123,683
2124,122
2124,122
2125,815
2125,815
2125,815
2125,865
2125,194
2125,194
2125,127
2125,127
2126,102
2126,102
2126,44
2126,44
2126,71
2126,71
2126,71
2126,461
2126,461
2126,461
2127,409
2127,321
2127,321
2127,321
2127,443
2128,915
2128,915
2128,915
2128,921
2128,662
2128,662
2128,662
2129,70
2129,561
2129,600
2129,600
2129,883
2129,883
2129,883
2130,881
2130,373
2130,111
2130,111
2130,111
2130,530
2130,530
2130,530
2131,582
2131,855
2131,855
2131,855
2131,195
2131,824
2131,824
2131,84
2132,238
2132,533
2132,533
2132,533
2133,738
2133,738
2134,93
2134,93
2134,93
2135,216
2135,155
2135,155
2135,155
2136,537
2136,764
2136,764
2136,764
2136,19
2136,212
2137,584
2138,82
2138,82
2138,82
2139,304
2139,304
2139,304
2139,901
2139,901
2139,775
2139,775
2140,74
2140,376
2140,376
2140,376
2140,10
2140,10
2140,10
2140,260
2140,693
2140,693
2141,821
2141,821
2141,582
2141,582
2142,839
2142,839
2142,790
2142,790
2142,275
2142,275
2142,147
2142,147
2142,147
2142,730
2143,155
2143,155
2144,591
2144,679
2144,915
2144,915
2145,820
2145,820
2145,83
2146,217
2146,217
2146,633
2146,633
2146,118
2146,708
2146,708
2146,708
2146,666
2146,666
2147,142
2148,306
2148,306
2148,198
2148,499
2148,499
2149,60
2150,541
2150,541
2150,649
2150,649
2150,384
2150,774
2150,774
2150,774
2150,920
2151,433
2151,709
2151,709
2151,895
2151,416
2151,416
2151,416
2152,608
2152,608
2152,608
2152,927
2152,927
2152,927
2152,270
2152,270
2152,270
2152,146
2152,361
2153,693
2153,693
2153,693
2154,513
2154,663
2154,567
2154,751
2154,751
2154,754
2154,754
2155,99
2155,99
2155,388
2156,192
2156,192
2156,941
2156,941
2156,345
2156,804
2157,22
2157,22
2157,22
2157,816
2157,816
2157,436
2158,541
2158,541
2158,650
2158,268
2159,131
2159,131
2159,131
2159,790
2159,790
2159,63
2159,63
2159,193
2159,193
2159,656
2160,529
2160,529
2160,862
2160,862
2160,862
2161,936
2161,840
2161,840
2161,287
2161,287
2162,929
2162,929
2163,638
2163,561
2163,483
2163,483
2163,728
2163,728
2163,728
2163,81
2163,81
2163,81
2164,467
2164,467
2164,467
2164,761
2164,522
2164,491
2165,706
2165,544
2165,544
2165,544
2165,55
2166,390
2166,390
2166,390
2166,901
2166,901
2166,901
2166,109
2166,159
2166,159
2166,159
2166,624
2167,261
2167,668
2168,756
2168,756
2168,756
2168,800
2169,321
2169,321
2169,617
2169,617
2169,617
2170,865
2170,787
2170,787
2170,751
2170,751
2170,484
2170,484
2170,484
2171,556
2171,556
2171,475
2171,475
2172,33
2172,33
2172,213
2172,213
2172,34
2172,34
2173,144
2173,144
2173,360
2173,346
2173,346
2173,346
2173,826
2173,826
2173,826
2174,549
2174,549
2174,243
2174,243
2174,243
2174,865
2174,865
2174,966
2174,503
2174,503
2174,503
2175,264
2175,264
2175,264
2175,361
2175,293
2175,308
2175,308
2176,733
2176,733
2176,733
2177,881
2178,85
2178,85
2178,85
2178,446
2178,784
2178,437
2178,437
2179,515
2179,413
2179,413
2180,908
2180,908
2180,36
2180,36
2180,433
2180,433
2180,524
2180,279
2180,279
2181,117
2181,117
2181,117
2181,252
2181,252
2181,96
2181,96
2182,118
2182,118
2182,118
2183,565
2184,342
2184,342
2184,23
2184,23
2184,45
2184,45
2184,45
2185,810
2185,810
2186,349
2186,349
2186,349
2186,309
2186,691
2187,103
2187,103
2187,668
2187,93
2187,93
2187,93
2188,667
2188,667
2188,74
2188,74
2189,519
2189,519
2189,725
2189,725
2189,14
2189,299
2189,299
2189,299
2190,799
2190,799
2190,231
2190,231
2190,231
2191,235
2191,235
2191,235
2191,406
2191,406
2191,765
2191,534
2191,534
2191,931
2191,931
2191,931
2192,421
2192,740
2192,740
2192,740
2193,586
2193,586
2193,586
2193,720
2193,720
2193,720
2193,425
2194,969
2194,969
2194,969
2194,0
2195,509
2195,509
2195,923
2195,923
2195,96
2195,96
2195,96
2196,499
2196,499
2196,499
2196,195
2196,195
2196,195
2196,677
2196,677
2196,677
2196,252
2196,252
2196,252
2197,23
2197,367
2197,260
2197,799
2198,517
2198,517
2198,183
2198,183
2198,611
2198,611
2198,611
2198,324
2198,324
2199,577
2199,577
2200,803
2200,495
2200,495
2200,875
2201,845
2201,845
2201,845
2201,234
2201,492
2201,492
2201,492
2202,896
2203,41
2203,87
2203,912
2203,912
2203,912
2203,279
2203,279
2203,695
2203,695
2203,695
2204,658
2204,658
2204,658
2204,229
2204,229
2204,229
2205,397
2205,97
2205,97
2205,97
2206,384
2206,384
2206,384
2206,732
2206,732
2206,727
2206,781
2206,781
2207,356
2207,356
2208,128
2208,128
2208,270
2208,270
2208,541
2208,541
2208,541
2209,128
2209,128
2209,796
2210,256
2210,450
2210,450
2211,802
2211,802
2211,152
2211,152
2211,152
2211,574
2212,631
2212,631
2212,595
2212,595
2213,22
2214,307
2214,590
2214,590
2214,534
2214,534
2214,624
2214,557
2214,557
2214,557
2215,621
2215,20
2215,20
2215,244
2215,245
2215,245
2215,245
2215,82
2216,644
2216,644
2216,701
2216,701
2216,701
2216,488
2216,488
2216,488
2216,241
2216,241
2216,225
2216,225
2216,225
2217,455
2217,455
2217,743
2217,743
2217,741
2217,741
2217,741
2217,191
2217,191
2217,191
2218,135
2218,211
2218,211
2218,211
2218,419
2218,419
2218,143
2218,420
2218,420
2219,536
2219,536
2219,683
2219,456
2219,456
2219,351
2219,351
2219,351
2220,578
2220,578
2220,578
2220,574
2220,92
2220,92
2220,92
2220,277
2220,277
2221,270
2221,270
2221,270
2221,930
2221,930
2221,412
2221,412
2221,412
2222,698
2222,698
2222,610
2222,610
2222,835
2222,835
2222,901
2223,819
2223,819
2223,192
2223,192
2223,192
2223,516
2223,419
2223,419
2223,224
2223,224
2223,224
2224,337
2224,455
2224,455
2224,455
2224,768
2224,768
2225,795
2225,795
2225,795
2225,209
2225,209
2225,209
2225,925
2225,925
2225,560
2225,560
2225,712
2226,558
2226,0
2226,0
2226,0
2227,29
2227,29
2227,924
2227,601
2227,601
2228,103
2228,103
2228,272
2228,272
2229,436
2229,276
2230,115
2230,843
2230,843
2230,843
2230,887
2230,887
2230,887
2230,736
2231,777
2231,299
2231,227
2231,416
2231,416
2231,736
2231,736
2232,172
2232,172
2232,172
2232,280
2232,339
2232,101
2233,950
2233,950
2233,183
2233,183
2234,793
2234,793
2235,437
2235,437
2235,832
2235,832
2235,832
2235,389
2235,389
2235,389
2235,901
2235,901
2235,901
2236,782
2236,782
2236,782
2236,458
2237,11
2237,11
2238,909
2238,909
2239,252
2239,79
2239,79
2239,671
2239,671
2240,751
2240,597
2240,597
2240,597
2240,942
2240,942
2240,3
2241,534
2241,534
2241,216
2241,216
2241,216
2241,873
2241,873
2241,314
2241,314
2241,314
2241,158
2241,158
2242,846
2242,517
2242,517
2243,905
2243,905
2243,905
2243,116
2243,116
2243,116
2244,573
2244,293
2244,293
2244,922
2244,922
2244,278
2244,278
2244,555
2244,555
2244,555
2245,797
2245,536
2245,950
2245,950
2245,655
2245,655
2245,896
2245,896
2246,857
2246,857
2246,857
2246,349
2246,349
2247,882
2247,882
2247,882
2247,695
2247,695
2247,141
2247,141
2247,339
2247,528
2247,528
2248,723
2248,865
2248,865
2248,366
2248,366
2248,959
2248,959
2248,503
2248,503
2248,503
2249,388
2249,274
2249,346
2249,346
2250,170
2250,170
2250,544
2250,544
2250,544
2250,122
2250,122
2250,122
2250,811
2250,811
2250,811
2251,857
2251,857
2251,441
2251,441
2251,819
2251,819
2252,0
2252,0
2252,0
2252,445
2252,445
2253,498
2254,662
2254,662
2254,411
2254,411
2254,411
2255,715
2255,715
2255,919
2255,694
2255,694
2255,694
2255,585
2255,585
2256,147
2256,147
2256,728
2256,782
2256,782
2256,782
2256,87
2256,87
2256,769
2256,769
2256,769
2257,169
2257,169
2257,169
2257,268
2257,297
2257,297
2257,297
2257,695
2257,695
2257,695
2257,871
2257,871
2258,124
2258,124
2259,271
2259,271
2259,855
2259,593
2259,593
2259,593
2260,690
2260,690
2260,690
2260,200
2260,425
2260,140
2260,140
2261,865
2261,865
2261,294
2261,95
2261,95
2261,95
2262,345
2262,345
2263,117
2263,117
2263,250
2263,723
2263,723
2263,160
2264,42
2264,42
2265,175
2265,584
2265,584
2265,154
2266,404
2266,544
2266,544
2266,544
2267,908
2267,908
2267,908
2268,320
2268,320
2268,320
2268,668
2268,668
2268,363
2268,363
2268,363
2268,35
2268,35
2268,35
2269,894
2270,576
2270,576
2270,80
2270,80
2270,80
2271,587
2271,587
2271,587
2271,130
2271,130
2271,966
2271,966
2271,966
2271,703
2271,703
2271,474
2272,685
2272,685
2272,685
2272,327
2272,327
2273,488
2273,121
2273,121
2274,43
2274,43
2274,440
2274,440
2274,139
2274,503
2275,391
2275,391
2275,391
2275,791
2275,791
2275,584
2275,873
2275,717
2276,798
2276,798
2276,798
2276,866
2276,903
2277,389
2277,389
2277,389
2277,651
2277,840
2277,291
2277,291
2277,291
2278,925
2278,925
2278,925
2278,27
2278,27
2278,27
2278,114
2278,114
2278,114
2278,267
2278,712
2278,712
2278,712
2279,83
2279,83
2279,83
2279,459
2279,459
2279,783
2279,148
2279,148
2279,945
2279,945
2279,945
2280,924
2280,924
2280,905
2281,731
2281,590
2282,829
2282,423
2282,423
2282,41
2282,41
2282,143
2283,233
2283,233
2283,233
2283,936
2284,859
2284,859
2284,859
2284,442
2284,442
2284,931
2284,931
2284,765
2284,765
2284,765
2285,310
2285,310
2286,872
2286,872
2286,872
2286,821
2286,821
2287,543
2287,543
2287,383
2287,383
2287,383
2287,114
2287,114
2287,114
2288,123
2288,123
2288,123
2288,502
2288,502
2288,590
2288,590
2288,590
2289,82
2289,82
2290,602
2290,602
2290,581
2290,581
2290,563
2290,563
2290,563
2291,442
2291,442
2291,243
2291,243
2291,872
2291,872
2291,872
2291,19
2291,311
2292,941
2292,941
2292,941
2292,411
2292,411
2292,411
2293,643
2293,280
2293,280
2293,280
2293,754
2293,903
2293,903
2293,961
2293,961
2294,224
2294,20
2294,282
2295,160
2295,160
2295,857
2295,396
2295,396
2295,396
2295,424
2295,424
2295,612
2295,612
2295,612
2296,608
2296,608
2296,608
2296,822
2296,300
2296,300
2296,353
2296,353
2296,353
2297,590
2297,24
2297,24
2297,24
2297,490
2297,490
2297,490
2297,564
2298,644
2298,644
2299,491
2299,491
2299,289
2299,289
2299,128
2299,449
2299,449
2299,692
2300,269
2300,269
2300,269
2300,622
2300,507
2300,507
2301,466
2301,466
2301,442
2301,442
2301,442
2301,146
2301,146
2302,375
2302,375
2302,615
2303,430
2303,430
2303,430
2303,55
2303,55
2303,55
2303,181
2303,181
2303,181
2303,657
2303,657
2303,30
2304,572
2304,689
2305,207
2305,207
2305,207
2305,683
2306,441
2306,441
2306,441
2306,697
2306,506
2306,506
2306,506
2306,164
2307,916
2307,916
2307,916
2308,808
2308,808
2308,808
2308,246
2308,919
2308,919
2308,919
2308,411
2308,298
2309,936
2309,495
2309,495
2309,495
2309,167
2310,855
2310,101
2310,336
2310,336
2310,336
2310,290
2310,290
2310,290
2310,78
2310,78
2311,355
2311,355
2311,430
2312,7
2312,7
2312,7
2312,905
2312,910
2312,910
2312,910
2313,530
2313,530
2313,121
2314,23
2314,23
2314,616
2314,616
2314,616
2314,739
2314,739
2315,549
2315,549
2315,964
2315,964
2316,933
2316,933
2316,752
2316,752
2316,289
2316,289
2316,289
2316,968
2316,968
2316,400
2316,400
2316,400
2317,595
2317,595
2317,238
2317,238
2317,514
2317,254
2317,254
2317,731
2317,731
2317,731
2318,805
2318,418
2318,418
2318,418
2318,656
2318,656
2319,802
2319,802
2319,802
2319,713
2319,713
2320,219
2320,219
2320,219
2320,256
2320,256
2321,758
2321,756
2321,902
2321,902
2321,902
2322,378
2323,841
2323,188
2323,188
2323,463
2324,269
2324,269
2324,269
2324,283
2324,283
2324,283
2324,539
2324,539
2324,539
2324,460
2324,100
2324,100
2324,100
2325,893
2325,893
2325,893
2326,650
2326,650
2326,674
2326,674
2326,674
2326,937
2326,468
2326,468
2326,625
2326,625
2327,177
2327,57
2327,57
2327,57
2327,136
2327,136
2327,136
2327,487
2327,487
2327,112
2328,911
2328,911
2328,212
2328,212
2328,513
2328,513
2328,545
2328,545
2328,958
2328,958
2329,445
2329,768
2329,768
2329,768
2329,302
2329,302
2329,255
2329,255
2329,255
2330,894
2330,894
2330,550
2330,550
2330,813
2331,59
2331,59
2331,59
2331,712
2331,712
2331,712
2331,796
2331,796
2332,384
2332,597
2332,597
2332,457
2332,529
2332,529
2332,529
2332,929
2332,929
2333,362
2333,362
2333,362
2333,692
2333,207
2333,207
2333,207
2334,611
2334,351
2334,351
2334,351
2334,244
2335,27
2335,27
2335,27
2335,781
2335,781
2335,893
2335,893
2335,254
2335,254
2335,850
2335,850
2335,850
2336,238
2337,289
2337,289
2337,289
2337,588
2337,394
2337,394
2338,631
2339,521
2339,468
2339,468
2340,778
2340,932
2340,156
2340,156
2340,156
2341,874
2341,690
2342,233
2342,221
2342,175
2342,175
2342,175
2342,73
2342,73
2342,811
2343,674
2343,970
2343,459
2344,64
2344,64
2344,880
2345,171
2345,171
2346,233
2346,233
2346,196
2346,196
2347,721
2347,10
2347,10
2347,10
2347,460
2347,460
2348,238
2348,238
2348,939
2348,939
2348,743
2348,743
2348,743
2348,969
2348,969
2348,969
2348,938
2348,938
2348,938
2349,323
2349,323
2349,705
2349,705
2349,242
2349,451
2349,451
2349,451
2350,329
2351,970
2351,970
2351,970
2351,692
2351,692
2351,692
2352,848
2352,848
2352,848
2352,579
2352,767
2352,767
2352,767
2352,104
2353,438
2353,856
2353,856
2353,856
2354,591
2354,528
2354,528
2354,716
2354,716
2355,124
2355,124
2355,124
2355,636
2355,636
2355,636
2355,230
2355,230
2355,230
2355,878
2355,878
2356,37
2356,37
2356,610
2356,610
2356,223
2356,173
2356,173
2356,173
2357,391
2357,98
2357,17
2357,17
2357,17
2357,469
2357,469
2358,300
2358,840
2358,840
2358,840
2358,794
2358,501
2358,501
2359,718
2359,718
2360,799
2360,799
2360,21
2360,21
2360,21
2360,370
2360,380
2360,380
2360,380
2361,540
2361,540
2361,540
2361,509
2361,276
2361,276
2361,276
2361,817
2361,817
2361,817
2362,195
2362,195
2362,787
2362,787
2362,787
2362,867
2362,867
2363,404
2363,404
2363,525
2363,525
2363,525
2363,211
2363,287
2363,287
2363,287
2363,887
2363,887
2363,887
2364,127
2364,127
2364,127
2365,455
2366,660
2366,810
2366,683
2366,683
2366,683
2367,901
2367,901
2367,176
2367,176
2367,176
2367,31
2367,31
2367,31
2367,861
2367,235
2367,235
2368,699
2368,699
2368,699
2368,197
2369,416
2369,416
2369,658
2370,224
2370,224
2370,275
2370,275
2370,275
2370,695
2370,426
2371,280
2371,280
2371,280
2371,432
2371,432
2371,547
2371,547
2371,547
2371,648
2371,648
2371,648
2372,41
2372,799
2372,799
2372,799
2372,908
2372,908
2372,570
2373,409
2373,304
2373,304
2373,965
2373,965
2373,60
2373,60
2373,531
2373,531
2374,175
2374,585
2374,746
2374,746
2374,746
2374,599
2374,599
2374,650
2374,650
2375,393
2376,45
2376,45
2376,45
2376,437
2376,516
2376,516
2376,516
2377,679
2377,679
2378,440
2378,440
2379,133
2379,133
2379,402
2379,402
2379,628
2379,628
2380,333
2380,333
2380,142
2380,802
2381,945
2381,945
2381,945
2381,97
2381,398
2381,398
2381,398
2381,86
2381,86
2381,663
2382,149
2382,149
2382,280
2382,36
2382,267
2382,267
2383,702
2383,702
2383,702
2383,382
2383,382
2383,556
2383,556
2383,881
2383,881
2384,730
2385,634
2385,634
2386,292
2386,220
2386,220
2386,220
2387,55
2387,55
2387,878
2387,878
2387,878
2387,531
2388,205
2388,158
2388,158
2388,158
2389,482
2389,482
2389,153
2389,281
2389,281
2389,900
2390,576
2390,590
2390,438
2390,438
2390,438
2390,379
2390,379
2391,822
2392,363
2392,363
2392,363
2392,581
2392,581
2392,195
2392,195
2392,479
2393,358
2393,358
2393,358
2393,598
2393,598
2394,241
2394,241
2394,498
2394,498
2394,498
2394,427
2394,427
2394,427
2395,773
2395,773
2395,777
2395,777
2395,498
2395,498
2395,123
2395,793
2395,793
2395,793
2396,925
2396,925
2396,925
2396,191
2396,191
2397,614
2397,614
2397,614
2398,471
2398,471
2398,961
2398,641
2398,641
2398,81
2398,311
2398,311
2398,311
2399,374
2399,374
2399,374
2400,696
2400,696
2401,249
2401,249
2402,249
2402,249
2402,71
2402,71
2402,65
2402,65
2402,65
2402,347
2402,347
2402,541
2403,283
2403,283
2403,283
2403,671
2403,671
2403,743
2404,683
2404,814
2404,814
2404,814
2404,860
2404,860
2404,514
2404,833
2405,14
2405,289
2405,289
2405,677
2405,677
2406,679
2406,679
2406,679
2406,823
2406,823
2406,448
2406,448
2407,555
2407,229
2407,229
2407,229
2407,374
2407,903
2407,903
2407,903
2407,58
2407,58
2408,883
2409,420
2409,420
2409,137
2409,137
2409,137
2409,104
2409,425
2409,425
2409,425
2410,393
2410,198
2410,104
2410,104
2410,597
2410,597
2410,687
2410,687
2410,687
2411,919
2411,919
2411,919
2411,944
2411,944
2411,944
2412,420
2412,420
2412,772
2412,772
2412,772
2412,376
2412,376
2412,376
2413,563
2413,563
2413,130
2413,158
2413,158
2413,158
2414,71
2414,162
2414,871
2414,964
2414,964
2414,964
2415,536
2415,536
2415,536
2415,369
2415,805
2415,805
2415,805
2415,619
2415,619
2416,314
2416,314
2416,702
2416,702
2416,702
2417,104
2417,624
2417,96
2417,96
2417,96
2417,897
2418,665
2418,665
2418,478
2418,478
2418,478
2419,617
2419,617
2419,617
2419,65
2419,65
2419,65
2419,394
2419,394
2419,289
2419,289
2419,289
2419,666
2419,666
2420,451
2420,152
2420,815
2420,180
2420,180
2420,180
2421,426
2421,30
2421,30
2421,30
2421,840
2421,840
2421,340
2422,192
2422,822
2422,822
2423,778
2423,778
2423,847
2424,571
2424,771
2424,771
2424,369
2424,369
2424,369
2425,678
2425,678
2425,678
2425,643
2425,643
